title;totalScore;reviewsCount;street;city;state;countryCode;website;phone;categories/0;categories/1;categories/2;categories/3;categories/4;categories/5;categories/6;categories/7;categories/8;categories/9;url;categoryName;;;;;
graha outdoor rental alat camping bandung;5;25;Jl. Sukaati VII No.1b;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/graha.outdoor/profilecard/?igsh=MXVsNnhxbXB6bTJzbQ==;+62 855-7777-916;Layanan Rental Alat;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=graha%20outdoor%20rental%20alat%20camping%20bandung&query_place_id=ChIJAdx2YUbpaC4RFLdDgT2LANk;Layanan Rental Alat;;;;;
MOUNTGEAR Rental Alat Hiking & Camping;5;481;3JVX+GW5, Jl. Sulaksana;Kota Bandung;Jawa Barat;ID;;+62 831-3772-4473;;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MOUNTGEAR%20Rental%20Alat%20Hiking%20%26%20Camping&query_place_id=ChIJDWWkQgDnaC4RjWj6yW1D_as;;;;;;
EIGER Adventure Store Buah batu Bandung;4.6;1225;Jl. Buah Batu No.246;Kota Bandung;Jawa Barat;ID;http://www.eigeradventure.com/;+62 22 7323008;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EIGER%20Adventure%20Store%20Buah%20batu%20Bandung&query_place_id=ChIJMSze7GboaC4RXBnKxqgKu2M;Toko Olahraga Luar Ruangan;;;;;
Megah Sports;4.4;123;Jl. Leuwi Panjang No.92;Kota Bandung;Jawa Barat;ID;http://www.megah.co.id/;+62 22 5233566;Toko Peralatan Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Megah%20Sports&query_place_id=ChIJzWudub3oaC4Rkiqe3TRiLEk;Toko Peralatan Olahraga;;;;;
JUAL PERALATAN OUTDOOR GUNUNG BANDUNG;5;1;Jalan beruang no58 RT: 07/RW:05, Jl. Beruang No.58;Kota Bandung;Jawa Barat;ID;;+62 831-0436-1630;Toko Hobi;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=JUAL%20PERALATAN%20OUTDOOR%20GUNUNG%20BANDUNG&query_place_id=ChIJwwyQ_DrpaC4RxuVuwBdQfJ0;Toko Hobi;;;;;
TOKO TENDA ALANZAOUTDOOR;5;5;sebelah pos linmas rw08, Jl. Babakan Ciparay No.22;Kota Bandung;Jawa Barat;ID;https://alanzaoutdoor.wordpress.com/2025/08/08/tenda-lipat-matic/;+62 899-9309-139;Toko Alat-alat Perkemahan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=TOKO%20TENDA%20ALANZAOUTDOOR&query_place_id=ChIJm6f5c-DnaC4REg3IeKXofB0;Toko Alat-alat Perkemahan;;;;;
Pasar Outdoor - Find Your Adventure;5;1;Jl. Jakarta Gg. Abah Wardi No.26, RT.01/RW.02;Kota Bandung;Jawa Barat;ID;;+62 812-1459-6274;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pasar%20Outdoor%20-%20Find%20Your%20Adventure&query_place_id=ChIJGdm3v7bnaC4Rhd3EOom9HzE;Toko Olahraga Luar Ruangan;;;;;
Buver Adventure Sewa Alat Camping Bandung;4.8;727;Jl. H. Kurdi 1 No.74;Kota Bandung;Jawa Barat;ID;http://sewaalatcamping.id/;+62 877-4160-4313;Layanan Sewa Tenda;Penyelenggara aktivitas luar ruangan;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Buver%20Adventure%20Sewa%20Alat%20Camping%20Bandung&query_place_id=ChIJKYeB0mnoaC4RPM3dXLqS64Q;Layanan Sewa Tenda;;;;;
MACADAMIA LITTLE GLAMZ;4.7;189;Jl. Bahureksa No.12;Kota Bandung;Jawa Barat;ID;https://macadamialittleglamz.com/;+62 812-2048-3200;Toko Pakaian Anak;Toko Tas;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MACADAMIA%20LITTLE%20GLAMZ&query_place_id=ChIJ4bsmmknmaC4RFALugcF9SKE;Toko Pakaian Anak;;;;;
Tazkia Hijab Store;4.7;17;Jl. Riung Tineung IB, RW.24;Kota Bandung;Jawa Barat;ID;http://www.tokopedia.com/tazkiahijabstore;+62 22 87529769;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tazkia%20Hijab%20Store&query_place_id=ChIJ95eSHb3CaC4R_RtYMd7ntEw;Toko Pakaian;;;;;
MuTif Store Cipamokolan;5;82;Jl. Cipamokolan No.25;Kota Bandung;Jawa Barat;ID;;+62 812-2369-8335;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MuTif%20Store%20Cipamokolan&query_place_id=ChIJBzjAKjzDaC4ROejw1H9K1CU;Toko Pakaian;;;;;
Alisha Fancy Shop;4.5;1032;Jl. Salendro Utara No.27;Kota Bandung;Jawa Barat;ID;;+62 22 7303539;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Alisha%20Fancy%20Shop&query_place_id=ChIJOeYEoXroaC4RnI3i9rnGDiE;Toko Pakaian;;;;;
HIKMAT Boutique Bandung;4.9;277;Jl. Buah Batu No.266;Kota Bandung;Jawa Barat;ID;http://www.hikmat.co.id/;+62 877-3330-0103;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=HIKMAT%20Boutique%20Bandung&query_place_id=ChIJ1dgv_2boaC4R2UGbxGpU8cM;Toko Pakaian;;;;;
Gishop by Gisschi;4.9;142;Jl. Cibatu Raya No.35;Kota Bandung;Jawa Barat;ID;;+62 813-9555-173;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Gishop%20by%20Gisschi&query_place_id=ChIJdZyVfKPnaC4RRRyzv10tUlI;Toko Pakaian Wanita;;;;;
WANSSTORE;4.5;29;JL RIUNG ARUM BARAT X.155, Jl. Riung Arum Barat X No.155;Kota Bandung;Jawa Barat;ID;;+62 838-2220-1140;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=WANSSTORE&query_place_id=ChIJsZSy3xbmaC4RVNNpZgfMOwg;Toko Pakaian;;;;;
Brandablestuff;4.5;180;Pasar cimol, lama Jl. Mekar Mulya No.C-50, RW.51;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Brandablestuff&query_place_id=ChIJGeByPMnCaC4Rf5jGjI5C20k;Toko Pakaian;;;;;
Kaos Distro Murah Bandung (Fortuna Store Bandung);5;5;Jalan H. Basuki No.27, RT.004/RW.010;Kota Bandung;Jawa Barat;ID;;+62 821-3038-3689;Toko Pakaian Anak;Toko Pakaian Pria;Toko Sablon;Toko Peralatan Sablon;Toko Pakaian Wanita;;;;;;https://www.google.com/maps/search/?api=1&query=Kaos%20Distro%20Murah%20Bandung%20(Fortuna%20Store%20Bandung)&query_place_id=ChIJwTvvwzDpaC4R6IDsW6vXor8;Toko Pakaian Anak;;;;;
Toko Sukses Bandung;4.3;99;Jl. Moch. Toha No.11;Kota Bandung;Jawa Barat;ID;https://suksesbandung.com/;+62 22 5204556;Grosir pakaian;Toko Pakaian Bayi;Toko Pakaian Anak;Toko Pakaian Dalam;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Sukses%20Bandung&query_place_id=ChIJebUffJ3oaC4R_GIA92slG80;Grosir pakaian;;;;;
Ria Busana Kepatihan;4.3;774;Jl. Kepatihan No.23;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Ria%20Busana%20Kepatihan&query_place_id=ChIJ5QlyAifmaC4Rn9hwCWiiyDQ;Toko Pakaian;;;;;
D-island Store Online-offline;4.2;483;Pasar cimol gede bage;Kota Bandung;Jawa Barat;ID;;+62 881-0230-20274;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=D-island%20Store%20Online-offline&query_place_id=ChIJ_6owFNvDaC4RkMvoMmQLU8Q;Pusat Perbelanjaan;;;;;
Boew Store;5;4;Jl. Salendro Utara No.3;Kota Bandung;Jawa Barat;ID;https://www.boewstore.com/;+62 821-2897-4170;Toko Sepatu;Toko Pakaian Luar;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Boew%20Store&query_place_id=ChIJnx9wSSLpaC4R5capnTs-rJ0;Toko Sepatu;;;;;
TOKO SEPATU;;;Jl. Asia Afrika No.20;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=TOKO%20SEPATU&query_place_id=ChIJEbm0fCTmaC4RckXfYObAOLs;Toko Sepatu;;;;;
Toko Ananda;4.2;59;Jl. Dalem Kaum No.36;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Ananda&query_place_id=ChIJiTlzFCTmaC4R72eiN4b_KJk;Toko Pakaian;;;;;
Toko Sepatu Original;;;Jl. Otto Iskandar Dinata No.223;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Sepatu%20Original&query_place_id=ChIJHd2z09znaC4Rare31Dn9Jsw;Toko Sepatu;;;;;
SEPATU DOCMART BANDUNG;5;3;Jl. Indrayasa Gg. Sawargi 1 No.7, RT.01/RW.06;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/Sepatu-Boots-Pria-Wanita-Unisex-Dr.-Martens-Docmart-Dockmart-Dokmar-Dokmart-Kulit-Asli-3-Hole-Sepatu-Formal-Kasual-Kantor-Loafers-Boots-Pria-Wanita-Kulit-Asli-DrMartens-Dokmart-Boot-Cewek-Cowok-Kulit-i.202037673.14432387945?sp_atk=20689a2c-4daa-4094-b834-b77fb9a9f4f4&xptdk=20689a2c-4daa-4094-b834-b77fb9a9f4f4;+62 815-7253-9098;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SEPATU%20DOCMART%20BANDUNG&query_place_id=ChIJ4UIYZCm_aC4R6jGtQOFHSDg;Toko Sepatu;;;;;
Pasar Lilin;4.5;329;Jl. Astana Anyar No.299;Kota Bandung;Jawa Barat;ID;;+62 877-4579-3990;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pasar%20Lilin&query_place_id=ChIJl5LIaZnoaC4RU0CwxYWhdbU;Pusat Perbelanjaan;;;;;
De & Dy;4.9;10;Jl. Cibaduyut No.23;Kota Bandung;Jawa Barat;ID;;+62 22 5403054;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=De%20%26%20Dy&query_place_id=ChIJ6fXEcL_oaC4Rf21Ll9xSEo4;Toko Sepatu;;;;;
Spotec;4.9;11;3HHX+V7Q, Jl. Astana Anyar;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Spotec&query_place_id=ChIJad-xhCLmaC4Rqx_TLma2-to;Toko Sepatu;;;;;
Toko sepatu;5;1;Jl. Cibaduyut No.299;Kota Bandung;Jawa Barat;ID;;;Dealer mobil;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20sepatu&query_place_id=ChIJNyOVPQDpaC4RxuMcublUfy4;Dealer mobil;;;;;
FYC FOOTWEAR FLAGSHIP STORE;4.7;12;Jl. Batununggal Indah I No.52;Kota Bandung;Jawa Barat;ID;https://www.fycfootwear.com/;+62 819-9956-2379;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=FYC%20FOOTWEAR%20FLAGSHIP%20STORE&query_place_id=ChIJ4113NITpaC4RAkkeMryJ5pk;Toko Sepatu;;;;;
Koku Footwear;4.8;108;Taman Cibaduyut Indah 1, Blk. L No.20, RT.003/RW.011;Kabupaten Bandung;Jawa Barat;ID;http://www.koku.co.id/;+62 813-2185-4111;Grosir alas kaki;Toko Sepatu Boot;Pabrik sepatu;Toko Sepatu;;;;;;;https://www.google.com/maps/search/?api=1&query=Koku%20Footwear&query_place_id=ChIJHckG5OPoaC4RzypB8_r0EY4;Grosir alas kaki;;;;;
Tragen;5;5;Jl. Permata Taman Sari Asri III No.8;Kota Bandung;Jawa Barat;ID;http://www.tragen.co.id/;+62 857-7787-9415;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tragen&query_place_id=ChIJiTNrpyfpaC4R4_uTMRpvGJY;Toko Sepatu;;;;;
MR Shoelaces (Tali Kulit & Tali Lilin; Sepatu Handmade Kulit Boots; Sneakers Pria);4.9;7;Jl. Tlk. Buyung Kaler No.17;Kota Bandung;Jawa Barat;ID;https://www.mrshoelaces.com/;+62 22 20576545;Gudang;Toko Sepatu Boot;Pabrik sepatu;;;;;;;;https://www.google.com/maps/search/?api=1&query=MR%20Shoelaces%20(Tali%20Kulit%20%26%20Tali%20Lilin%2C%20Sepatu%20Handmade%20Kulit%20Boots%2C%20Sneakers%20Pria)&query_place_id=ChIJ-f__vxTmaC4RgZnvrUcY1rU;Gudang;;;
Pasar Kota Kembang Unit Cikapundung;4.2;174;Jl. Dalem Kaum No.17;Kota Bandung;Jawa Barat;ID;https://www.kabarwisata.id/suvenir/pekerjaan-tangan/tempat-belanja-di-bandung/;;Pasar;Pasar Grosir Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pasar%20Kota%20Kembang%20Unit%20Cikapundung&query_place_id=ChIJ2dIH8CXmaC4RRbjvv23xBZc;Pasar;;;;;
Tas Kulit;5;4;Jl. Cikampek 1 No.36;Kota Bandung;Jawa Barat;ID;;;Toko Barang-barang Kulit;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Kulit&query_place_id=ChIJcWWjXBHnaC4RVClDa8yeqV4;Toko Barang-barang Kulit;;;;;
BEARPATH;4.8;418;Jl. H. Mesri No.20;Kota Bandung;Jawa Barat;ID;http://www.mybearpath.com/;+62 811-2161-669;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=BEARPATH&query_place_id=ChIJfSlG-UPmaC4REextT_maz-8;Toko Sepatu;;;;;
Tas Lucu;4.3;3;3MQ3+XPR, Jl. Kalijati Indah Raya;Kota Bandung;Jawa Barat;ID;;+62 817-611-640;Grosir;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Lucu&query_place_id=ChIJi1dGWPc9aS4Rvm2-Mf80eTw;Grosir;;;;;
Garucci;4.4;132;Jl. Cibaduyut No.63;Kota Bandung;Jawa Barat;ID;;+62 813-2151-0501;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Garucci&query_place_id=ChIJARhv3cPoaC4R5V9m0yUsNHc;Toko;;;;;
KEMILAU GALLERY Pusat Grosir Kaos kaki Sashee; Jas Hujan Hijas; Tas Lokal Moonzaya Hody;;;Jl. Empang No.3;Kota Bandung;Jawa Barat;ID;;+62 896-8503-0466;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=KEMILAU%20GALLERY%20Pusat%20Grosir%20Kaos%20kaki%20Sashee%2C%20Jas%20Hujan%20Hijas%2C%20Tas%20Lokal%20Moonzaya%20Hody&query_place_id=ChIJQ8zwJ-nDaC4R4TApALeQ7nE;Toko;;;
EIGER Adventure Flagship Store Cihampelas Bandung;4.7;6837;Jl. Cihampelas No.22;Kota Bandung;Jawa Barat;ID;https://eigeradventure.com/;+62 811-2184-109;Toko Olahraga Luar Ruangan;Toko Pakaian;Toko Perlengkapan Olah Raga Lari;;;;;;;;https://www.google.com/maps/search/?api=1&query=EIGER%20Adventure%20Flagship%20Store%20Cihampelas%20Bandung&query_place_id=ChIJ_8NeYFvmaC4RjIPLHPcj7fo;Toko Olahraga Luar Ruangan;;;;;
Konveksi Tas;4.5;2;Komplek Leuwisari Jalan Leuwisari V, No. 63 B dan no. 199, Jl. Leuwi Panjang;Kota Bandung;Jawa Barat;ID;;+62 812-2191-831;Toko Tas;Toko Perlengkapan Medis;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Konveksi%20Tas&query_place_id=ChIJgy9YH5boaC4R_F2BU59T6a4;Toko Tas;;;;;
Tas Goodiebag;5;3;Jl. Mekarsari No.09A;Kota Bandung;Jawa Barat;ID;;+62 831-5337-7732;Toko Tas Tangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tas%20Goodiebag&query_place_id=ChIJm4jI3frnaC4RGjOlGJvyX0Q;Toko Tas Tangan;;;;;
Kalëa Space;4.9;85;Jl. Bengawan No.43;Kota Bandung;Jawa Barat;ID;http://www.kalea-space.com/;+62 895-6022-33303;Toko Pakaian;Toko Alat Kecantikan;Toko Lilin;Toko Aksesori Pakaian;Toko Tas Tangan;Toko Sepatu;;;;;https://www.google.com/maps/search/?api=1&query=Kal%C3%ABa%20Space&query_place_id=ChIJAe615tbnaC4Rf99RVSdwR5k;Toko Pakaian;;;;;
Jual Tas Selempang Pria - Hontale Official;5;2;Gg. Karapitan II No.47 36A;Kota Bandung;Jawa Barat;ID;;+62 812-1435-1101;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jual%20Tas%20Selempang%20Pria%20-%20Hontale%20Official&query_place_id=ChIJR9VpEirmaC4RRE7CAeehFio;Toko Tas;;;;;
Cibaduyut Plaza;4.3;726;Jl. Cibaduyut No.122;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cibaduyut%20Plaza&query_place_id=ChIJARhv3cPoaC4Rx_u-7rX5AsM;Toko Sepatu;;;;;
EIGER ADVENTURE STORE PELAJAR PEJUANG BANDUNG;4.6;366;Jl. Pelajar Pejuang 45 No.112;Kota Bandung;Jawa Barat;ID;https://eigeradventure.com/;+62 22 73280730;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EIGER%20ADVENTURE%20STORE%20PELAJAR%20PEJUANG%20BANDUNG&query_place_id=ChIJWRHAEX3oaC4R506nBJweD2U;Toko Pakaian;;;;;
Plaza parahyangan;4.3;2476;3JM3+2JM, Jl. Otto Iskandar Dinata;Kota Bandung;Jawa Barat;ID;https://www.kabarwisata.id/suvenir/pekerjaan-tangan/tempat-belanja-di-bandung/;;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Plaza%20parahyangan&query_place_id=ChIJyQmzOiTmaC4RPXt1It1jrN4;Pusat Perbelanjaan;;;;;
UPGEARS OFFICIALS;3.4;5;Jl. Bahureksa No.1;Kota Bandung;Jawa Barat;ID;;+62 878-2122-1391;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=UPGEARS%20OFFICIALS&query_place_id=ChIJk3d7iEXnaC4RJhFHrNhbqpw;Toko Pakaian;;;;;
Kinabalu Outdoor;4.4;20;Jl. Leuwi Panjang No.60;Kota Bandung;Jawa Barat;ID;https://kinabaluoutdoor.com/;;Toko Pakaian dan Peralatan Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kinabalu%20Outdoor&query_place_id=ChIJYdSg2tTpaC4ReBS2zncfbQg;Toko Pakaian dan Peralatan Luar Ruangan;;;;;
MOUTAN OUTDOOR & SAGALA SEWA BANDUNG;4.6;18;Samping Buble jones/ Area pemancingan, Jl. Binong Jati No.140 B;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/moutan_outdoor;+62 857-9505-4291;Toko outlet;Kursus mendaki gunung;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MOUTAN%20OUTDOOR%20%26%20SAGALA%20SEWA%20BANDUNG&query_place_id=ChIJrwgSXGLpaC4R6SRR3ctdMl0;Toko outlet;;;;;
Perlengkapan Outdoor;4.7;3;Jl. Makam Caringin Porib 4 No.24, RT.9/RW.3;Kota Bandung;Jawa Barat;ID;https://www.bukalapak.com/u/sadam_jamal;+62 822-6245-7980;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Perlengkapan%20Outdoor&query_place_id=ChIJb65cqm_vaC4RGC0m2nDr9GU;Toko Pakaian;;;;;
Klik tas;1;1;Jl. Mekar Pratama No.9;Kota Bandung;Jawa Barat;ID;http://campsite.bio/kliktas;+62 838-2253-3382;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Klik%20tas&query_place_id=ChIJg0lYODHpaC4RKNnlB3NUdyM;Toko Tas;;;;;
OSA - Outdoor Sports & Adventure Shop;4.7;18;Paberik Badjoe, Jl. Soekarno-Hatta No.573;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=OSA%20-%20Outdoor%20Sports%20%26%20Adventure%20Shop&query_place_id=ChIJVxptl3vpaC4RRD6Uw1_9IsM;Toko Pakaian;;;;;
Resellerdropship.com;3.5;8;Jl. Mekarsari No.6;Kota Bandung;Jawa Barat;ID;https://www.resellerdropship.com/;+62 813-2441-1102;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Resellerdropship.com&query_place_id=ChIJlbJNgUvpaC4RZrG-E16V3hY;Toko Pakaian;;;;;
Fabulousgrosir;4.1;200;Jl. Terusan Jakarta No.54;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/fabulousgrosir;;Toko Pakaian Wanita;Grosir;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Fabulousgrosir&query_place_id=ChIJt4RaAMDnaC4R_gA-7tlAGVo;Toko Pakaian Wanita;;;;;
EV Outdoor (Sukamulya);4.6;31;Jl. Sukamulya Dalam No.2 No.145;Kota Bandung;Jawa Barat;ID;;+62 897-1408-667;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EV%20Outdoor%20(Sukamulya)&query_place_id=ChIJ_RqUw6ToaC4RRT9kS0YawY8;Toko Olahraga Luar Ruangan;;;;;
Gudang_outdoor2nd;4.5;6;Jl.terusan ibrahim adjie gg.laksa Rt 05 Rw 02 no56;Kota Bandung;Jawa Barat;ID;;+62 812-2244-8893;Penyelenggara aktivitas luar ruangan;Toko Peralatan Olahraga;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Gudang_outdoor2nd&query_place_id=ChIJtb1XJsPpaC4RMSz3RnNgQSI;Penyelenggara aktivitas luar ruangan;;;;;
Ria Busana;4.5;1414;Jl. Dewi Sartika No.61-63;Kota Bandung;Jawa Barat;ID;;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Ria%20Busana&query_place_id=ChIJpXd7AifmaC4Ruyqy5RGPaD8;Toko Pakaian;;;;;
DARAZ collection store;4.9;19;Ps. Baru Trade Center, Jl. Otto Iskandar Dinata No.1 Lantai D1 Blok M;Kota Bandung;Jawa Barat;ID;;+62 831-7575-2528;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=DARAZ%20collection%20store&query_place_id=ChIJCSweRSPnaC4RzfpTX7iprb4;Toko Pakaian Wanita;;;;;
Perlengkapan outdoor;5;1;Jl. Leuwi Panjang No.129;Kota Bandung;Jawa Barat;ID;;;Penyelenggara aktivitas luar ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Perlengkapan%20outdoor&query_place_id=ChIJ3UXlb77oaC4R7Cu9E1nbPiw;Penyelenggara aktivitas luar ruangan;;;;;
Exodos57 Store;4.7;73;Jl. K.H. Ahmad Dahlan No.50;Kota Bandung;Jawa Barat;ID;;+62 811-1370-057;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Exodos57%20Store&query_place_id=ChIJq6pWQIfoaC4RXaSKoHgs2nI;Pusat Perbelanjaan;;;;;
Toko Grosir & Eceran Amanah Jaya;4.2;10890;Pasar Andir Trade Center, Blk. N No.7-8 Lt Basement;Kota Bandung;Jawa Barat;ID;;+62 878-2555-2636;Pasar;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Grosir%20%26%20Eceran%20Amanah%20Jaya&query_place_id=ChIJux0ymhDmaC4RE-3VbV78clc;Pasar;;;;;
Hellena Shoes;4.8;20;Jl. Cibaduyut No.95;Kota Bandung;Jawa Barat;ID;;+62 812-2288-8130;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hellena%20Shoes&query_place_id=ChIJ2yLE68DoaC4RTsKmv28K2DI;Toko Sepatu;;;;;
Jaket Prefix;4.3;3353;Jl. Otto Iskandar Dinata No.45;Kota Bandung;Jawa Barat;ID;;+62 812-2458-2008;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jaket%20Prefix&query_place_id=ChIJG1_FTzvmaC4RGrFr0UScUaY;Pusat Perbelanjaan;;;;;
Borsa Shoes;4.3;36;Jl. Kopo Jaya I No.3;Kota Bandung;Jawa Barat;ID;;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Borsa%20Shoes&query_place_id=ChIJy9VQtSnpaC4RCK8nsVy7Wc4;Toko Sepatu;;;;;
OnlineStore Bandung by adaasa project;4;14;Jl. Permata Bumi IX;Kota Bandung;Jawa Barat;ID;https://id.shp.ee/w1Nejvw;;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=OnlineStore%20Bandung%20by%20adaasa%20project&query_place_id=ChIJmzxjrvfnaC4RFJxPzlcCfnA;Toko Pakaian Wanita;;;;;
MARQUE.CO - Warehouse / Store;4.5;11;Jl. Mekar Setia I Komplek No.7A;Kota Bandung;Jawa Barat;ID;https://instagram.com/marque.co?igshid=YmMyMTA2M2Y=;+62 823-2033-9103;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MARQUE.CO%20-%20Warehouse%20%2F%20Store&query_place_id=ChIJI6AuVxLpaC4RMi6jnHCP26I;Toko Sepatu;;;;;
PABRIK SEPATU BANDUNG PT NIKOLA SAPUTRA INDONESIA;4.9;45;Jalan. Pitaloka Rt.06 rw.02 no.28.Kel.cibaduyut wetan;Kota Bandung;Jawa Barat;ID;https://nikolasaputraindonesia.my.id/;+62 822-2888-9068;Pusat Bisnis;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=PABRIK%20SEPATU%20BANDUNG%20PT%20NIKOLA%20SAPUTRA%20INDONESIA&query_place_id=ChIJlZnwDojpaC4RIRHzZE6lVuw;Pusat Bisnis;;;;;
Mertz Id;5;44;3M33+V57, Jl. Cidurian Selatan;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/mertz.id;+62 857-9307-6712;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mertz%20Id&query_place_id=ChIJ-chvXpjpaC4RvxTcYZxThCU;Toko Sepatu;;;;;
Sepatu PDL - Ciarmy;4.5;122;Jl. Cibaduyut Gg. Ma.Meja No.35;Kota Bandung;Jawa Barat;ID;https://www.tokopedia.com/sepatuciarmy;+62 818-0206-0232;Toko Sepatu Boot;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Sepatu%20PDL%20-%20Ciarmy&query_place_id=ChIJj459pknpaC4R6bGG5mtI1Po;Toko Sepatu Boot;;;;;
Dianable Store;5;240;Jl. Arcamanik Endah No.66;Kota Bandung;Jawa Barat;ID;https://dianableofficial.com/;+62 813-1356-7146;Toko Sepatu;Kantor Perusahaan;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Dianable%20Store&query_place_id=ChIJiXy2cADdaC4R_0eJN5iZCaY;Toko Sepatu;;;;;
Mills Official Store;4.8;76;Jl. Raya Kopo No.303B;Kota Bandung;Jawa Barat;ID;http://mills.co.id/;+62 811-2296-288;Toko Pakaian Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Mills%20Official%20Store&query_place_id=ChIJ49aE5uDpaC4Rpnz8X2WhsUg;Toko Pakaian Olahraga;;;;;
