"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Mie Kocok Spesial OJO LALI Cikutra","4.3","6","Jl. Cikutra No.126","Kota Bandung","Jawa Barat","ID",,"+62 878-2207-4192","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Spesial%20OJO%20LALI%20Cikutra&query_place_id=ChIJKc2QDr7naC4RAIv00pRcqzo","Restoran Mie"
"Mie Kocok Mang Den","4.9","196","Jl. Aceh No.24D","Kota Bandung","Jawa Barat","ID",,"+62 819-1003-2545","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Mang%20Den&query_place_id=ChIJkfOBbQXnaC4Rd0RDY8Lk3Vg","Restoran Mie"
"Mie Kocok Kebon Jukut","4.9","7","4J57+GPQ, Jl. Raden Patah","Kota Bandung","Jawa Barat","ID",,"","Pujasera",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Kebon%20Jukut&query_place_id=ChIJfZvUYgDnaC4RhB-Wq5q1ZbE","Pujasera"
"Martabak Al-Khalid","4.6","249","Jl. Gagak No.53","Kota Bandung","Jawa Barat","ID",,"+62 882-1890-0368","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Al-Khalid&query_place_id=ChIJPzH4vWrnaC4Rox_CpdU-Uac","Restoran Martabak"
"Mie Kocok BPJS Gerobak Hijau ( Mas Mien )","4.4","19","Jl. Khp Hasan Mustopa No.46","Kota Bandung","Jawa Barat","ID",,"+62 895-1415-5492","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20BPJS%20Gerobak%20Hijau%20(%20Mas%20Mien%20)&query_place_id=ChIJjTzwaADnaC4RHaEi6nXUhUc","Restoran"
"Mie Kocok Bakso Podomoro","4.8","11","Jl. Surapati No.34C","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Bakso%20Podomoro&query_place_id=ChIJlXM_ALPnaC4RZJyhEkr5gD8","Restoran Bakso"
"Martabak Acil Gama","4.5","150","Jl. Cikutra No.217","Kota Bandung","Jawa Barat","ID",,"+62 813-2004-4154","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Acil%20Gama&query_place_id=ChIJkxgZOb3naC4RQ0CUljTLj-U","Restoran Martabak"
"Mie Kocok Dan Mie Bakso PADASUKA 99","4.5","41","Jl. Padasuka No.99","Kota Bandung","Jawa Barat","ID",,"+62 813-2045-5560","Restoran","Restoran Bakso","Restoran Mie",,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Dan%20Mie%20Bakso%20PADASUKA%2099&query_place_id=ChIJubVHYPLnaC4RPqHzYoc8Ad4","Restoran"
"Mie Kocok Bu Oom","4.8","4","4J96+WRC Human Resource Development Center, Jl. Cisitu Lama No.33B, RW.01","Kota Bandung","Jawa Barat","ID",,"+62 858-0551-5145","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Bu%20Oom&query_place_id=ChIJIbLvQpXnaC4RTIZdU7DlNVg","Restoran Mie"
"Mie Kocok H Endan, Kebon Jukut","4.4","1401","Jl. Kb. Jukut No.3","Kota Bandung","Jawa Barat","ID",,"+62 853-2009-6528","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20H%20Endan%2C%20Kebon%20Jukut&query_place_id=ChIJUUhGlDvmaC4RYHrQKYrmEZc","Restoran Mie"
"Mie Kocok Persib Gorowok","4.5","2777","Jl. A. Yani No.262","Kota Bandung","Jawa Barat","ID",,"+62 813-2118-1900","Restoran Mie","Restoran Bakso",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Persib%20Gorowok&query_place_id=ChIJvYLtOc7naC4RdbPd8U9h8bk","Restoran Mie"
"Martabak Mertua, Dipatiukur","4.3","813","Jl. Dipati Ukur No.84A","Kota Bandung","Jawa Barat","ID",,"+62 822-1690-7529","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Mertua%2C%20Dipatiukur&query_place_id=ChIJNfZd2FXmaC4RJrWKviiWrJA","Restoran Martabak"
"Mih Kocok Bandung Mang Dadeng","4.4","5714","Jl. K.H. Ahmad Dahlan No.67","Kota Bandung","Jawa Barat","ID",,"+62 857-9574-6713","Restoran Mie","Restoran Sunda",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mih%20Kocok%20Bandung%20Mang%20Dadeng&query_place_id=ChIJcYe3A37oaC4RvuDgYF0pHis","Restoran Mie"
"Mie Kocok Mang Nanang Tea","4.5","3056","Jl. Ternate No.2","Kota Bandung","Jawa Barat","ID",,"+62 812-2440-7345","Restoran Mie","Restoran Bakso",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Mang%20Nanang%20Tea&query_place_id=ChIJU1DREzbmaC4RgxOvAI0VAVY","Restoran Mie"
"Mie Kocok Kebon Jukut Bp. H. Endan - Borma Dago","4.4","92","Jl. Ir. H. Juanda No.348","Kota Bandung","Jawa Barat","ID",,"+62 898-8770-007","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Kebon%20Jukut%20Bp.%20H.%20Endan%20-%20Borma%20Dago&query_place_id=ChIJR2en0PzmaC4RzMkY-8LKUbU","Restoran Mie"
"Mie Kocok Pak Markum","4.6","161","Heritage Food Market, Jl. L. L. R.E. Martadinata","Kota Bandung","Jawa Barat","ID",,"+62 817-2338-850","Restoran Sunda","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Pak%20Markum&query_place_id=ChIJyf6UOErmaC4RB9BELRyPO5A","Restoran Sunda"
"Mih Kocok ""Mang Dadeng""","4.2","864","Jl. Naripan No.1A","Kota Bandung","Jawa Barat","ID",,"+62 812-9288-4017","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mih%20Kocok%20%22Mang%20Dadeng%22&query_place_id=ChIJY1FhGjnnaC4RzP-IsAc-DyU","Restoran Mie"
"Konro Daeng & Mih Kocok Mang Dadeng","4.2","471","Jl. Diponegoro No.3A","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/konrodaeng.bdg/","+62 823-1544-5149","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Konro%20Daeng%20%26%20Mih%20Kocok%20Mang%20Dadeng&query_place_id=ChIJYwM87k7maC4RrqJtrxQmPBQ","Restoran"
"Mie Kocok Mang Udi","4.7","22","Jl. Ir. H. Juanda No.262","Kota Bandung","Jawa Barat","ID",,"+62 895-3127-9538","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Mang%20Udi&query_place_id=ChIJN68iu1DnaC4RRFQM14WoT1s","Restoran Mie"
"Mie Kocok Bandung Mang Uci","4.5","153","Jl. A. Yani No.695","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Bandung%20Mang%20Uci&query_place_id=ChIJgS0vuOrnaC4RQRgvLW-jUTA","Restoran Mie"
"Mie Kocok BPJS","4.5","422","Jalan Penghulu Haji Jl. Khp Hasan Mustopa No.126","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20BPJS&query_place_id=ChIJVd9yZ5bnaC4RBhPd-xuz6fM","Restoran Mie"
"WAROENG LAMONGAN CAK RUM","4.6","90","Jl. BKR No.57","Kota Bandung","Jawa Barat","ID",,"+62 852-2147-1000","Restoran Pecel Lele","Restoran ayam penyet","Restoran Soto Ayam","Restoran soto",,,,,"https://www.google.com/maps/search/?api=1&query=WAROENG%20LAMONGAN%20CAK%20RUM&query_place_id=ChIJI2YNJ4boaC4R9tdYYSVuKLs","Restoran Pecel Lele"
"Soto Ayam Dan Sulung cak pendi","4.7","157","2MW6+F9C, Jl. Rancabolang","Kota Bandung","Jawa Barat","ID",,"+62 831-6924-2135","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Dan%20Sulung%20cak%20pendi&query_place_id=ChIJ-Qs26AHpaC4RjuVC5efhI7o","Restoran Soto Ayam"
"Soto pakde lamongan","5","1","Social HUB 77, Jl. Gatot Subroto No.77","Kota Bandung","Jawa Barat","ID",,"+62 812-2155-6077","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20pakde%20lamongan&query_place_id=ChIJUaz-Bp3naC4REhnOvPubzKs","Toko Makanan"
"cak edi lamongan","4","1","2MR6+746, Jl. Ciwastra","Kota Bandung","Jawa Barat","ID",,"+62 821-2149-6797","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=cak%20edi%20lamongan&query_place_id=ChIJ6TElBC_oaC4RB4KrCSugzek","Restoran Soto Ayam"
"Soto Ayam Lamongan / Pecelnya Pak De","5","1","Ps. Ancol Karapitan, Jl. Pungkur","Kabupaten Bandung Barat","Jawa Barat","ID",,"","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Lamongan%20%2F%20Pecelnya%20Pak%20De&query_place_id=ChIJm8yQv9TpaC4Rmv9enJ7x_jI","Restoran Soto Ayam"
"Soto Lamongan golf",,,"3JP9+FGV, Jl. Bangka","Kota Bandung","Jawa Barat","ID",,"","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Lamongan%20golf&query_place_id=ChIJmf46YADnaC4R0nurKz1g6Sc","Warung nasi"
"Warung Nasi Lamongan - Pecel Lele","4.9","17","2PR6+W3H","Kota Bandung","Jawa Barat","ID",,"+62 821-2837-7893","Restoran","Warung nasi","Restoran Pecel Lele",,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Lamongan%20-%20Pecel%20Lele&query_place_id=ChIJZSS9BuDDaC4RbAjGK4VCRTE","Restoran"
"Soto Lamongan","3","4","Jl. Desa Cipadung No.14B","Kota Bandung","Jawa Barat","ID",,"+62 813-2031-2420","Restoran Soto Ayam","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Lamongan&query_place_id=ChIJzcTU8NTcaC4RJxRgQ1v2kck","Restoran Soto Ayam"
"Soto Semarang Bu Pur","4.3","490","Jl. Terusan Pasirkoja No.226","Kota Bandung","Jawa Barat","ID",,"+62 22 6127103","Restoran Jawa Tengah","Rumah Makan","Restoran soto",,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Semarang%20Bu%20Pur&query_place_id=ChIJPU3V5QLmaC4RfPlNRwNQsCs","Restoran Jawa Tengah"
"WR MAS RIFQI LAMONGAN","4.3","51","05, Jl. AH. Nasution No.312","Kota Bandung","Jawa Barat","ID",,"+62 822-1871-7700","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=WR%20MAS%20RIFQI%20LAMONGAN&query_place_id=ChIJOcaJD3zDaC4Rz8sG0QJ2Ko4","Restoran Indonesia"
"Spesial Soto Boyolali (SSB) Hj. Hesti Widodo, Ujung Berung","4.6","751","Jl. AH. Nasution Jl. Cijambe No.57","Kota Bandung","Jawa Barat","ID",,"+62 811-2650-705","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spesial%20Soto%20Boyolali%20(SSB)%20Hj.%20Hesti%20Widodo%2C%20Ujung%20Berung&query_place_id=ChIJ82InNdXdaC4RY5qeUrUx3mQ","Restoran Indonesia"
"Soto lamongan mas ipeng","5","6","Kopo Elok, kl cakrawala No.02","Kota Bandung","Jawa Barat","ID",,"","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20lamongan%20mas%20ipeng&query_place_id=ChIJZ0ql9yDpaC4RL8Mc7G4lrRI","Restoran Soto Ayam"
"Pecel Lele Lamongan Mas Bambang","5","31",,"Kota Bandung","Jawa Barat","ID",,"+62 878-8007-9690","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20Lamongan%20Mas%20Bambang&query_place_id=ChIJb9jpQQDDaC4Rf3RUGHSeaYY","Restoran"
"Soto Ayam Lamongan 1922",,,"Jl. Suryani No.21","Kota Bandung","Jawa Barat","ID",,"+62 813-9444-2040","Dokter",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Lamongan%201922&query_place_id=ChIJ14kz7wXmaC4Rz8u2AU81u4U","Dokter"
"Kala PetShop","5","2","Jl. Pamekar Raya No.33","Kota Bandung","Jawa Barat","ID","https://shopee.co.id/kalapetcorner?entryPoint=ShopBySearch&searchKeyword=kala%20pet%20corner","+62 852-8318-2364","Toko Pakan Hewan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kala%20PetShop&query_place_id=ChIJM8lmht_DaC4RewlE_Swb38s","Toko Pakan Hewan"
"Sedari Resto","4.3","804","Jl. Sudirman No.624","Kota Bandung","Jawa Barat","ID",,"+62 859-0007-0498","Restoran soto","Katering",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sedari%20Resto&query_place_id=ChIJgQsnop_naC4RFziaD2dhefQ","Restoran soto"
"RM. Udung Lamongan","4.5","72","3M4R+X8W, Jl. Gedebage Selatan","Kota Bandung","Jawa Barat","ID",,"+62 821-1552-7273","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM.%20Udung%20Lamongan&query_place_id=ChIJUe2JDb_CaC4REKr6DBUNLuc","Rumah Makan"
"Warung Soto Lamongan Cak Blake","5","1","Jl. Rancabolang Margahayu Raya No.94","Kota Bandung","Jawa Barat","ID",,"+62 856-4565-8050","Restoran Jawa","Rumah Makan","Restoran Soto Ayam",,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Soto%20Lamongan%20Cak%20Blake&query_place_id=ChIJK_KiLR_oaC4Rt_9uhQZ9IM0","Restoran Jawa"
"Pecel Lele & Soto Lamongan ""Cak Ato""","4.9","41",,"Kota Bandung","Jawa Barat","ID",,"","Restoran Pecel Lele",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pecel%20Lele%20%26%20Soto%20Lamongan%20%22Cak%20Ato%22&query_place_id=ChIJbTqlr27DaC4R6GTVz-yzgP0","Restoran Pecel Lele"
"Soto Ayam Lamongan 354","4.8","6","Jl. Mars Utara III No.1","Kota Bandung","Jawa Barat","ID",,"+62 823-1559-8848","Restoran Soto Ayam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Lamongan%20354&query_place_id=ChIJBXy7lXzpaC4Rk3pFfBm8Ov8","Restoran Soto Ayam"
"Soto Ayam Lamongan Cak Arif","5","3","Jl. Abdul Rahman Saleh No.98","Kota Bandung","Jawa Barat","ID",,"+62 819-3993-5382","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Lamongan%20Cak%20Arif&query_place_id=ChIJywC4HgDnaC4RfdAoNxgJtxw","Restoran"
"Soto Po","4.6","209","Jl. Rama No.14","Kota Bandung","Jawa Barat","ID",,"+62 22 6013621","Restoran soto","Rumah Makan","Kedai Sup",,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Po&query_place_id=ChIJ0ygbGo3maC4R4g5w4UV5HRY","Restoran soto"
"Soto Lamongan","1","1","Jl. Soekarno-Hatta No.438a","Kota Bandung","Jawa Barat","ID",,"+62 813-2103-6130","Restoran Soto Ayam","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Lamongan&query_place_id=ChIJMz1T1fLoaC4RiagTqYl9oZA","Restoran Soto Ayam"
"Soto Bandung Pak Simon","4.6","885","Jl. Cibadak No.103","Kota Bandung","Jawa Barat","ID",,"+62 813-2277-1771","Pujasera","Kedai Sup",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Bandung%20Pak%20Simon&query_place_id=ChIJHwVLkhnmaC4RGeRaT7mL-Tw","Pujasera"
"Sudirman Street Day and Night Market","4.5","17187","Jl. Sudirman No.107","Kota Bandung","Jawa Barat","ID",,"+62 811-222-516","Pujasera","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sudirman%20Street%20Day%20and%20Night%20Market&query_place_id=ChIJaTt3JQjmaC4RweZEzRmPH_g","Pujasera"
"Soto AHRI","4.5","493","3J4J+C9C, Jl. Kayuagung II No.16","Kota Bandung","Jawa Barat","ID",,"+62 819-0823-5209","Restoran soto","Kedai Sarapan","Rumah Makan",,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20AHRI&query_place_id=ChIJ6a0TjmboaC4RRkZvD_-bQQY","Restoran soto"
