"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Barbershop By Gustav","4.8","40","Jl. Menado","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20By%20Gustav&query_place_id=ChIJPW4lEvjnaC4R2sLkFFrJ0QE","Tempat Cukur Rambut"
"OC Barber Shop","4.6","189","Jl. Purwakarta No.22","Kota Bandung","Jawa Barat","ID",,"+62 858-7753-2222","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=OC%20Barber%20Shop&query_place_id=ChIJ43wJPu_naC4RzwKUbHjWSX4","Tempat Cukur Rambut"
"Pangkas Rambut Utama (Barbershop Versi Garut Murmer)","4.7","48","Jl. Jurang No.7","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pangkas%20Rambut%20Utama%20(Barbershop%20Versi%20Garut%20Murmer)&query_place_id=ChIJpeo4sl_maC4R8jJQKtcnowk","Tempat Cukur Rambut"
"Biya Salon Muslimah","4.6","253","Jl. Kuningan Raya No.76","Kota Bandung","Jawa Barat","ID",,"+62 896-4458-6597","Salon Kecantikan","Toko",,,,,,,"https://www.google.com/maps/search/?api=1&query=Biya%20Salon%20Muslimah&query_place_id=ChIJvetVOu7naC4Rv-lB6YXG2eI","Salon Kecantikan"
"Davin Barbershop","4.2","20","Jl. Inhoftank","Kota Bandung","Jawa Barat","ID",,"+62 838-0722-1132","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Davin%20Barbershop&query_place_id=ChIJIRKCkpToaC4RvnGgv9xLLk4","Tempat Cukur Rambut"
"Smile Laundry Bandung","4.6","5","Jl. Sersan Surip No.125","Kota Bandung","Jawa Barat","ID",,"+62 856-5912-4840","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Smile%20Laundry%20Bandung&query_place_id=ChIJO4scXbjmaC4R8DBvZw0xO1k","Binatu"
"GR Barbershop cabang 1","5","1","depan pt skyline semesta, Jl. Terusan Mulyasari No.3","Kota Bandung","Jawa Barat","ID",,"+62 851-8212-8018","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=GR%20Barbershop%20cabang%201&query_place_id=ChIJDQYPKgDnaC4RBmssTtthdeA","Tempat Cukur Rambut"
"Collars Barber","4.6","161","Jl. Citarum No.12","Kota Bandung","Jawa Barat","ID","http://instagram.com/collarsbarber","+62 812-2143-2834","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Collars%20Barber&query_place_id=ChIJscq8VXboaC4RRUZYu7Ay17U","Tempat Cukur Rambut"
"Daily Cuts Barbershop","4.5","276","Jl. Aceh No.41","Kota Bandung","Jawa Barat","ID",,"+62 822-2111-3341","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Daily%20Cuts%20Barbershop&query_place_id=ChIJtb3ZyjnmaC4RjTBqo4oEqvg","Tempat Cukur Rambut"
"KARUHUN BARBER SHOP","4.8","43",,"Kota Bandung","Jawa Barat","ID",,"+62 813-1330-1710","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KARUHUN%20BARBER%20SHOP&query_place_id=ChIJA-4RY3vnaC4RdfFAQbDt-aE","Tempat Cukur Rambut"
"GM STUDIO BARBERSHOP 2","4.7","44","Jl. Sindangsari No.7, RT.01","Kota Bandung","Jawa Barat","ID",,"+62 813-3290-3622","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=GM%20STUDIO%20BARBERSHOP%202&query_place_id=ChIJ5XX4gk_daC4R8anKyzK29R4","Tempat Cukur Rambut"
"Three Brothers Laundry - Ciumbuleuit","3.8","48","Jl. Ciumbuleuit No.25","Kota Bandung","Jawa Barat","ID",,"+62 895-3299-19908","Binatu Cucian Kering","Binatu","Layanan Binatu",,,,,,"https://www.google.com/maps/search/?api=1&query=Three%20Brothers%20Laundry%20-%20Ciumbuleuit&query_place_id=ChIJ0_OudUznaC4RyF_PdGqWVz8","Binatu Cucian Kering"
"Aero Clean Laundry Cikutra","4","12","Jl. Cikutra Barat No.100","Kota Bandung","Jawa Barat","ID","http://aerocleanlaundry.com/","+62 811-2292-100","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aero%20Clean%20Laundry%20Cikutra&query_place_id=ChIJHQHZ57nnaC4RtjGv_UcJdKY","Layanan Binatu"
"Neo salon","4.2","254","Jl. Ciwastra No.275A","Kota Bandung","Jawa Barat","ID",,"+62 22 4237310","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Neo%20salon&query_place_id=ChIJyWyHnynoaC4RJLWxszA8kCc","Salon Kecantikan"
"Sablon percetakan asep",,,"belakang komplek gaharu, Kp sukamaju Babakan, Belakang komplek gaharu Gg. Merpati III No.blok","Kota Bandung","Jawa Barat","ID",,"+62 821-2130-0091","Toko Sablon",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sablon%20percetakan%20asep&query_place_id=ChIJLVFpdOHnaC4RsESDwB_txNE","Toko Sablon"
"TAMPAN HAIRCUT GEGERKALONG","4.9","498","Jl. Gegerkalong Tengah No.64","Kota Bandung","Jawa Barat","ID",,"+62 896-5444-3345","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=TAMPAN%20HAIRCUT%20GEGERKALONG&query_place_id=ChIJWbb7QWDnaC4RdJhZrYMWq-s","Tempat Cukur Rambut"
"Undangan Bandung (CUBICARDS)","5","25","Plang Masjid Al Ikhlas, Gg. Layung II Jl. Padasuka, Belakang Rumah No.186, RT.01/RW.03","Kota Bandung","Jawa Barat","ID",,"+62 857-2386-4487","Layanan Percetakan Undangan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Undangan%20Bandung%20(CUBICARDS)&query_place_id=ChIJdU6Hz4TnaC4R181DvY4fzAw","Layanan Percetakan Undangan"
"SUMA Barber","4.7","1073","Jl. Sindang Sirna No.21","Kota Bandung","Jawa Barat","ID",,"+62 877-2524-1193","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SUMA%20Barber&query_place_id=ChIJw1OM_YXnaC4RI13oA0fJpUE","Tempat Cukur Rambut"
"TLX (Kirim Paket Ke Luar Negeri)","4.7","203","Jl. Prof. Dr. Sutami No.96","Kota Bandung","Jawa Barat","ID","https://www.tlx.co.id/","+62 813-2230-0021","Eksportir","Jasa Kurir","Perusahaan Ekspor-Impor",,,,,,"https://www.google.com/maps/search/?api=1&query=TLX%20(Kirim%20Paket%20Ke%20Luar%20Negeri)&query_place_id=ChIJdbFcIJfnaC4RMxCy_KRtF9I","Eksportir"
"Jois Salon Turangga","4.4","222","Jl. Martanegara No.68 b","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/jois_turangga?igsh=MWpidjdmd2ptOTNpMg==","+62 813-9401-0015","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jois%20Salon%20Turangga&query_place_id=ChIJWTmsEXfoaC4RcfIu3uWYw_g","Salon Kecantikan"
"Anugrah Prima","4.5","165","Jl. Dipati Ukur No.231","Kota Bandung","Jawa Barat","ID",,"+62 811-2097-775","Printer Digital",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anugrah%20Prima&query_place_id=ChIJd6fPdlTmaC4RjSS06RNOwuA","Printer Digital"
"Indah Logistik Cargo Gegerkalong-Bandung","4.7","92","Jl. Sukaresmi No.9","Kota Bandung","Jawa Barat","ID",,"+62 897-6335-383","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indah%20Logistik%20Cargo%20Gegerkalong-Bandung&query_place_id=ChIJuUrP7D7naC4RWUuvkrYPbhM","Jasa Pengiriman"
"Hairhouse Barbershop","4.9","34","Jl.Sriwijaya,Gg Babakan Priangan 3 no 24 RT02/RW01 Ke","Kota Bandung","Jawa Barat","ID","https://widget.zenwel.com/348553068/hairhouse-barbershop?lang=id","+62 819-888-058","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hairhouse%20Barbershop&query_place_id=ChIJvXLrJNjpaC4RkqGy5izIA3c","Tempat Cukur Rambut"
"Percetakan dan Fotocopy Pak Iskandar",,,"4J93+6VJ, Gg. H. Durahim","Kota Bandung","Jawa Barat","ID",,"","Toko Percetakan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Percetakan%20dan%20Fotocopy%20Pak%20Iskandar&query_place_id=ChIJE4mWFgDnaC4RqYu-Mb0vtRs","Toko Percetakan"
"Ekspedisi Cargo","5","1","Jl. Sukagalih II No.18D","Kota Bandung","Jawa Barat","ID",,"+62 821-1677-1972","Perusahaan Ekspedisi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ekspedisi%20Cargo&query_place_id=ChIJAQ5qTGfmaC4RsnpYL7MjUSQ","Perusahaan Ekspedisi"
"Rajawali Barbershop","4.6","107","Jl. Rajawali Timur No.24","Kota Bandung","Jawa Barat","ID",,"+62 812-2494-9696","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rajawali%20Barbershop&query_place_id=ChIJpVApsxHmaC4RLYB53S-r1oo","Tempat Cukur Rambut"
"La Rise Salon","4.6","64","Jl. Paledang No.91","Kota Bandung","Jawa Barat","ID",,"+62 812-9500-1323","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Rise%20Salon&query_place_id=ChIJSWBbySvmaC4RciWY7VWnnSs","Salon Kecantikan"
"Barbershop Andy","4.2","64","Jl. Palasari No.52","Kota Bandung","Jawa Barat","ID",,"+62 813-2035-9567","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20Andy&query_place_id=ChIJLU2lA37oaC4RYINOzaUvcLE","Tempat Cukur Rambut"
"Otw Kasep Barbershop","4.7","90","Jl. Cibadak No.205","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/otw.kasepbarbershop","+62 859-5993-3636","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Otw%20Kasep%20Barbershop&query_place_id=ChIJ_2UIsYLnaC4R_GdVU2wJErw","Tempat Cukur Rambut"
"YADI BARBERSHOP BIMA","4.6","274","Jl. Bima No.8","Kota Bandung","Jawa Barat","ID",,"+62 822-1825-0569","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=YADI%20BARBERSHOP%20BIMA&query_place_id=ChIJw5fPsxXmaC4R5T7-3Uxv3ow","Tempat Cukur Rambut"
"G Barbershop Antapani","5","157","Jl. Purwakarta No.124","Kota Bandung","Jawa Barat","ID","https://linktr.ee/gbarbershop","+62 811-1100-1004","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=G%20Barbershop%20Antapani&query_place_id=ChIJwTwLR6LnaC4RD-IkOxA_yWc","Tempat Cukur Rambut"
"Blackbox Barbershop Bandung","4.4","80","Jl. Tulip XI No.1","Kota Bandung","Jawa Barat","ID","https://blackboxindonesia.com/","+62 821-2938-0008","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blackbox%20Barbershop%20Bandung&query_place_id=ChIJqTXuGyLoaC4Rt__5bzfqA_Y","Tempat Cukur Rambut"
"Sachi Salon","4","31","Jl. Setrasari III No.2A","Kota Bandung","Jawa Barat","ID",,"+62 22 20277817","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sachi%20Salon&query_place_id=ChIJnzeg1Y_maC4RfI4C348Cvgo","Salon Kecantikan"
"Rekka Barber - Palasari","4.9","174","@ HighrollersPoint, Jl. Palasari No.45","Kota Bandung","Jawa Barat","ID",,"+62 857-2223-5288","Tempat Cukur Rambut","Toko Peralatan Pangkas Rambut","Penata Rambut",,,,,,"https://www.google.com/maps/search/?api=1&query=Rekka%20Barber%20-%20Palasari&query_place_id=ChIJ55uDKALpaC4Ror1RU8os85E","Tempat Cukur Rambut"
"Bubble Laundry","4.7","19","Jl. Kebon Bibit No.9","Kota Bandung","Jawa Barat","ID",,"+62 821-2729-1776","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bubble%20Laundry&query_place_id=ChIJGUlELkXmaC4RzzX62MHWwNs","Layanan Binatu"
"Strawberry Salon Gatsu (Beauty Bar)","3.9","111","Jl. Gatot Subroto No.309","Kota Bandung","Jawa Barat","ID",,"+62 877-7844-7072","Salon Rambut","Salon Kecantikan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Strawberry%20Salon%20Gatsu%20(Beauty%20Bar)&query_place_id=ChIJ9XCSa3boaC4R8wfPo7tnsyI","Salon Rambut"
"G Barbershop Lodaya","5","14","Jl. Lodaya No.103","Kota Bandung","Jawa Barat","ID","https://linktr.ee/gbarbershop","+62 877-4535-0693","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=G%20Barbershop%20Lodaya&query_place_id=ChIJoYXOXP_paC4RBvzbHdiOCPc","Tempat Cukur Rambut"
"La Maison Salon by Renata","5","6","Jl. Aipda. KS. Tubun No.46, RT./RW/RW.: 03","Kota Bandung","Jawa Barat","ID",,"+62 811-2435-758","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Maison%20Salon%20by%20Renata&query_place_id=ChIJR5839s3naC4RF6Gr0Sx7JqA","Salon Rambut"
"Sikasep Barbershop","4.7","152",,"Kota Bandung","Jawa Barat","ID",,"+62 812-8186-2000","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sikasep%20Barbershop&query_place_id=ChIJTZ4dWD7DaC4RaXmzYNpThxM","Tempat Cukur Rambut"
"KAKA BARBERSHOP HAIRCUT & SHAVE","4.4","264","Jl. Venus Raya Metro, Margahayu Raya No.10","Kota Bandung","Jawa Barat","ID",,"+62 22 7562625","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KAKA%20BARBERSHOP%20HAIRCUT%20%26%20SHAVE&query_place_id=ChIJMeDEwB3oaC4RHybpeznkCpc","Tempat Cukur Rambut"
"KICK HEAD BARBERSHOP","4.6","55","Jl. Ciganitri Mukti VI No.20","Kota Bandung","Jawa Barat","ID",,"+62 812-2236-0537","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=KICK%20HEAD%20BARBERSHOP&query_place_id=ChIJm1jMRIHpaC4Rmi3Uy0EJC6c","Tempat Cukur Rambut"
"JPBAI BANDUNG","4.9","48","8,7 km, Jl. Gagak dalam II No.277","Kota Bandung","Jawa Barat","ID",,"+62 895-0856-4340","Perusahaan Ekspedisi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JPBAI%20BANDUNG&query_place_id=ChIJS5754UvnaC4R6ySxkGAGkg4","Perusahaan Ekspedisi"
"Diyani Salon ( Hair & Beauty )","4.3","4","Jl. Pelesiran No.75","Kota Bandung","Jawa Barat","ID",,"+62 857-9460-4645","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Diyani%20Salon%20(%20Hair%20%26%20Beauty%20)&query_place_id=ChIJ3VSaYkTnaC4RgJj65uzxvSE","Salon Rambut"
"Percetakan Kafi Design","5","3","Pinggir mesjid Miftahul Khoir, Gg. Pa Elas No.2","Kota Bandung","Jawa Barat","ID",,"+62 838-2102-3902","Layanan cetak digital",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Percetakan%20Kafi%20Design&query_place_id=ChIJxZNQ9RvnaC4REE9YTzc5KS0","Layanan cetak digital"
"IRUKA Pet Aesthetic Bandung","4.8","64","Jl. Setrasari Kulon I No.3","Kota Bandung","Jawa Barat","ID","https://iloveiruka.com/","+62 819-5117-744","Salon Hewan Peliharaan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=IRUKA%20Pet%20Aesthetic%20Bandung&query_place_id=ChIJqxTuoVznaC4R225zHB9apKI","Salon Hewan Peliharaan"
"StyleUp Salon - Style Up hair design n esthetic","4.8","46","Jl. Astina No.14","Kota Bandung","Jawa Barat","ID",,"+62 877-3555-8000","Salon Rambut","Tempat Cukur Rambut","Salon Kecantikan",,,,,,"https://www.google.com/maps/search/?api=1&query=StyleUp%20Salon%20-%20Style%20Up%20hair%20design%20n%20esthetic&query_place_id=ChIJDVCzX2rmaC4RHfI3lhNBwBk","Salon Rambut"
"Jasa Angkutan Barang - Alvo Putra Ekspedisi","5","66","Jl. Tm. Cibeunying Sel.","Kota Bandung","Jawa Barat","ID",,"+62 812-2474-3510","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jasa%20Angkutan%20Barang%20-%20Alvo%20Putra%20Ekspedisi&query_place_id=ChIJs1-yT6bpaC4RdFuXOFrTeh8","Jasa Pengiriman"
"Barber Shop Anang","5","26","Jl. Ciwastra No.63","Kota Bandung","Jawa Barat","ID",,"+62 813-2039-4124","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barber%20Shop%20Anang&query_place_id=ChIJVVU4ADDoaC4RMfUEqZItGPU","Tempat Cukur Rambut"
"YOPIE Salon Ciwalk","3.4","95","Cihampelas Walk, Jl. Cihampelas No.160 Lt 1","Kota Bandung","Jawa Barat","ID",,"+62 857-9440-2642","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=YOPIE%20Salon%20Ciwalk&query_place_id=ChIJG96_w1vmaC4Rxf9i5gECkrU","Salon Kecantikan"
"BANDUNG UNIPRO",,,"Jl. Sadang Tengah I No.1","Kota Bandung","Jawa Barat","ID",,"+62 857-2321-7454","Pemasok Pakaian","Toko Pakaian","Toko Sablon","Perusahaan jahit",,,,,"https://www.google.com/maps/search/?api=1&query=BANDUNG%20UNIPRO&query_place_id=ChIJ0QCd4VPnaC4R5l9JT5zs40c","Pemasok Pakaian"
"Bewara Laundry","5","12","Gg. H.Moch.Tabri No.78/65","Kota Bandung","Jawa Barat","ID",,"+62 851-2106-6046","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bewara%20Laundry&query_place_id=ChIJy9wfdQTnaC4RmDKAzOlxIs4","Layanan Binatu"
"Jakarta Coin Laundry Gegerkalong Hilir","4.3","87","Jl. Gegerkalong Hilir No.50B","Kota Bandung","Jawa Barat","ID",,"","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jakarta%20Coin%20Laundry%20Gegerkalong%20Hilir&query_place_id=ChIJHdshs1nnaC4REjz_onhIxqs","Binatu"
"RGX'S Barber Shop","4.3","141","Jl. Ciumbuleuit No.95 E","Kota Bandung","Jawa Barat","ID",,"+62 22 82068428","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RGX'S%20Barber%20Shop&query_place_id=ChIJjd-W7mXnaC4RHJvqNR8Dt3A","Tempat Cukur Rambut"
"JIM'S® Barbershop","4.7","504","Jl. Jupiter Barat IV No.1","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/jims_barbershop","+62 813-2179-4000","Tempat Cukur Rambut","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=JIM'S%C2%AE%20Barbershop&query_place_id=ChIJFxtcfn3oaC4RJbKWUtyMVfU","Tempat Cukur Rambut"
"Mustika Barbershop","4.7","86","Jl. Ciwastra Jl. Rancasawo No.329 A","Kota Bandung","Jawa Barat","ID",,"+62 857-2454-4449","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mustika%20Barbershop&query_place_id=ChIJabXKJoLCaC4R68QyoQWzJOI","Tempat Cukur Rambut"
"Percetakan Ar-Rasyid sanjaya",,,,,,,,"+62 878-5748-5242","Toko Percetakan","Service establishment",,,,,,,"https://www.google.com/maps/search/?api=1&query=Percetakan%20Ar-Rasyid%20sanjaya&query_place_id=ChIJL-7kSaPhVikRqnC1mcIvDuA","Toko Percetakan"
"Jakarta Coin Laundry Sederhana","4.3","99","Jl. Sederhana No.11","Kota Bandung","Jawa Barat","ID",,"","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jakarta%20Coin%20Laundry%20Sederhana&query_place_id=ChIJwwjEedfnaC4RpCeXDWicrzU","Binatu"
"SECTION COMPLEMENT","4.9","408","Jl. Ambon No.11a","Kota Bandung","Jawa Barat","ID",,"+62 821-1532-2024","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SECTION%20COMPLEMENT&query_place_id=ChIJrVcoZADnaC4RRh9Zt-rgbvw","Tempat Cukur Rambut"
"TriJaya BarberShop","4.4","13","Jl. Gudang Selatan No.83","Kota Bandung","Jawa Barat","ID",,"+62 822-8922-2953","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=TriJaya%20BarberShop&query_place_id=ChIJ372nmHvnaC4R0tiVeQ7PJV8","Tempat Cukur Rambut"
"(AYU SALON HAIR STYLIST)","5","21","3JHF+7H2, Jl. Cipaera","Kota Bandung","Jawa Barat","ID",,"+62 821-1997-9963","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=(AYU%20SALON%20HAIR%20STYLIST)&query_place_id=ChIJv4IN7ovnaC4RmrSM7uiwnB4","Salon Rambut"
"Mr Logay Barbershop","4.6","125","Jl. Karawitan No.16","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/barberlogaybdg/profilecard/?igsh=MXQ2a2d0bWt2Yjd5Yg==","+62 811-2237-070","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr%20Logay%20Barbershop&query_place_id=ChIJE-1nb0npaC4RnXWEG9Ew-es","Tempat Cukur Rambut"
"Kaka Barber Shop Antapani","4.4","561","Jl. Kuningan Raya No.2","Kota Bandung","Jawa Barat","ID",,"+62 22 7218713","Tempat Cukur Rambut","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Kaka%20Barber%20Shop%20Antapani&query_place_id=ChIJT-P89vDnaC4ROn4TPxI9S3Y","Tempat Cukur Rambut"
"Baihaqi Barbershop","4.6","95","Jl. Rajamantri Wetan No.5","Kota Bandung","Jawa Barat","ID",,"+62 813-8191-6171","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Baihaqi%20Barbershop&query_place_id=ChIJoYP6SK3laC4Rp56Co7XBnCM","Tempat Cukur Rambut"
"Kang Jastip Bandung","5","6","Jl. Bagusrangin 2 No.113/50, RT.05/RW.07","Kota Bandung","Jawa Barat","ID","http://linktr.ee/kangjastipbdg","+62 821-2614-2545","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kang%20Jastip%20Bandung&query_place_id=ChIJPVIREgDnaC4RJW_EZWcsdEU","Jasa Pengiriman Kargo"
"Heel Salon","4.7","36","Jl. Siti Munigar No.25","Kota Bandung","Jawa Barat","ID",,"+62 812-2465-6849","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Heel%20Salon&query_place_id=ChIJw79o8ZToaC4RI9hAmT_17YU","Salon Kecantikan"
"Barber Shop 808","4.3","264","Jln. Terusan Ciwastra No.105","Kota Bandung","Jawa Barat","ID",,"+62 858-7144-9804","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barber%20Shop%20808&query_place_id=ChIJtXgd0z3DaC4Rn2unLTRiiVw","Tempat Cukur Rambut"
"Barbershop tedz's hair studio","4.7","41","Jl. Merdeka No.64","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/tedzs_haircuts?igsh=MXdxbHg3c3M5d2E2YQ==","+62 895-3336-77770","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20tedz's%20hair%20studio&query_place_id=ChIJAbEgm7znaC4RKIQOaomLk5s","Tempat Cukur Rambut"
"INDAH CARGO DAGO BANDUNG","5","6","Jl. Ir. H. Juanda No.320","Kota Bandung","Jawa Barat","ID",,"+62 813-1731-7628","Jasa Pengiriman",,,,,,,,"https://www.google.com/maps/search/?api=1&query=INDAH%20CARGO%20DAGO%20BANDUNG&query_place_id=ChIJZTFegP7naC4Rk-fYJFOuuPc","Jasa Pengiriman"
"GrandG Barber Shop & Piercing - Hair Studio (Gudang Utara, Bandung)","4.7","119","Jl. Gudang Utara No.27","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/grandbarber_piercing?igsh=eXE2eG1xcmF2NWJt","+62 813-2483-3811","Tempat Cukur Rambut","Toko Tindik","Jasa Tindik Telinga","Salon Rambut","Penata Rambut",,,,"https://www.google.com/maps/search/?api=1&query=GrandG%20Barber%20Shop%20%26%20Piercing%20-%20Hair%20Studio%20(Gudang%20Utara%2C%20Bandung)&query_place_id=ChIJp5EsXwDnaC4Rk3TY-HN3lEc","Tempat Cukur Rambut"
"Karin's Salon","4.7","117","Karins salon, Jl. Pasirluyu No.40","Kota Bandung","Jawa Barat","ID",,"+62 821-2179-6538","Salon Kecantikan","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Karin's%20Salon&query_place_id=ChIJu497YYjoaC4RbqbcHhmwbKA","Salon Kecantikan"
"JASA ANGKUTAN BARANG BANDUNG","4.6","19","Gg. Kubang Sari VII No.22","Kota Bandung","Jawa Barat","ID",,"+62 852-7471-4525","Layanan pindahan","Jasa Pengiriman Kargo","Layanan Pengangkut Piano",,,,,,"https://www.google.com/maps/search/?api=1&query=JASA%20ANGKUTAN%20BARANG%20BANDUNG&query_place_id=ChIJUwYxoFXmaC4RtKqcX9331Uw","Layanan pindahan"
"Percetakan Rilsa",,,"Jl. Jatihandap No.269","Kota Bandung","Jawa Barat","ID",,"+62 898-6133-431","Pemasok peralatan percetakan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Percetakan%20Rilsa&query_place_id=ChIJX-iN58znaC4RATY2FIk7zbQ","Pemasok peralatan percetakan"
